tweet_id,author_id,created_at,text,lang,source,topic_raw,retweet_count,reply_count,like_count,quote_count
1700000000000027755,900000000000002740,2024-09-09 01:57:00,Why isn't extreme weather getting more attention from policymakers? #ClimateAction cc @carbondaily5068_40,en,TweetDeck,Green Technology,9,3,14,1
1700000000000027846,900000000000002192,2024-08-11 18:03:00,@earthzone5574_10 New report shows flood defenses is accelerating faster than expected. cc @solarhub3140_19,es,Twitter for iPhone,Carbon Emissions,,,,
1700000000000027937,900000000000001644,2024-08-18 08:00:00,Can we talk about how renewable energy adoption affects everyday people? #Sustainability,fr,Twitter for Android,Green Technology,6,11,24,1
1700000000000028028,900000000000001507,2024-09-23 15:48:00,"RT @stormreport7669_9: @urbanaction2089_32 Just read a great thread on the youth climate movement, worth your time.",de,Twitter Web App,Extreme Weather,9,2,12,1
1700000000000028119,900000000000000411,2024-09-17 17:14:00,Small businesses are adapting fast when it comes to renewable energy adoption. #ClimateCrisis,en,Twitter Web App,Climate Policy,7,3,9,3
1700000000000028210,900000000000006302,2024-09-10 11:54:00,"RT @wildpost6756_34: Skeptical of the latest claims about climate activism, needs more data.",en,Twitter Web App,Carbon Emissions,,,,
1700000000000028301,900000000000001507,2024-09-13 22:11:00,"RT @leaftalks7887_21: Skeptical of the latest claims about flood defenses, needs more data. #RenewableEnergy cc @bluedaily2168_17",en,Twitter for iPhone,Corporate Sustainability,3,2,8,1
1700000000000028392,900000000000004247,2024-09-12 06:38:00,"RT @oceanaction9933_38: My research this year has focused on green technology, happy to share findings. #ClimateChange #ClimateAction",es,Twitter for iPhone,Renewable Energy,,,,
1700000000000028483,900000000000005891,2024-08-17 09:29:00,"Skeptical of the latest claims about flood defenses, needs more data. #ClimateAction",es,Twitter Web App,Green Technology,3,3,690,2
1700000000000028574,900000000000000959,2024-09-22 08:11:00,"Another heatwave, another reminder about carbon emissions. #GreenTech",en,Twitter for iPhone,Climate Denial Debate,5,13,17,1
1700000000000028665,900000000000000959,2024-09-16 08:49:00,RT @futurewatch3165_36: @earthdaily9939_14 Proud to see my city investing in renewable energy adoption.,en,Twitter Web App,Wildlife & Conservation,17,2,18,5
1700000000000028756,900000000000000959,2024-09-16 02:34:00,Kids today deserve better answers on flood defenses. #ClimateCrisis,en,Twitter Web App,Corporate Sustainability,4,4,28,1
1700000000000028847,900000000000002055,2024-08-19 20:12:00,New report shows renewable energy adoption is accelerating faster than expected. #GreenTech #ClimateCrisis,en,Twitter Web App,Renewable Energy,3,2,9,2
1700000000000028938,900000000000002603,2024-09-11 09:31:00,RT @wildpost6756_34: @sunnytalks3920_48 Local government just announced new funding for climate policy. #ClimateChange cc @windynow4463_29,en,Twitter Web App,Climate Policy,11,3,770,1
1700000000000029029,900000000000005069,2024-09-13 17:09:00,Why isn't extreme weather getting more attention from policymakers?,fr,TweetDeck,Climate Policy,3,2,24,1
1700000000000029120,900000000000006165,2024-08-11 18:04:00,"RT @windycircle3229_39: My research this year has focused on climate policy, happy to share findings. #ClimateChange cc @gridtalks8480_15",fr,Twitter for iPhone,Renewable Energy,,,,
1700000000000029211,900000000000002603,2024-08-09 10:53:00,Why isn't extreme weather getting more attention from policymakers? #NetZero cc @earthdaily9939_14,de,Twitter for Android,Carbon Emissions,3,2,9,1
1700000000000029302,900000000000004932,2024-09-20 20:39:00,RT @ecohub526_6: Great panel discussion today on the youth climate movement at the summit. #RenewableEnergy,en,Twitter Web App,Renewable Energy,3,9,8,1
1700000000000029393,900000000000002329,2024-09-09 22:02:00,"@windycollective7008_31 My research this year has focused on climate policy, happy to share findings. #COP",es,Twitter for iPhone,Climate Denial Debate,,,,
1700000000000029484,900000000000003699,2024-09-25 17:32:00,Kids today deserve better answers on carbon emissions. #RenewableEnergy #Environment cc @polarnews6931_22,en,Twitter Web App,Extreme Weather,,,,
1700000000000029575,900000000000000411,2024-08-24 09:13:00,"RT @wildreport9325_41: Just read a great thread on wildlife conservation, worth your time. #Sustainability",en,Twitter for Android,Climate Policy,4,6,26,1
1700000000000029666,900000000000000959,2024-08-21 13:12:00,Can we talk about how renewable energy adoption affects everyday people? #RenewableEnergy,fr,TweetDeck,Extreme Weather,17,2,8,1
1700000000000029757,900000000000006028,2024-08-30 05:24:00,RT @windycircle3229_39: Local government just announced new funding for renewable energy adoption. #ClimateCrisis #NetZero,en,Twitter for Android,Green Technology,4,2,11,1
1700000000000029848,900000000000000137,2024-09-26 09:38:00,"@gridaction6736_18 Just read a great thread on renewable energy adoption, worth your time.",en,Twitter for Android,Corporate Sustainability,10,17,57,1
1700000000000029939,900000000000000685,2024-09-07 07:57:00,@earthdaily9939_14 Proud to see my city investing in wildlife conservation. #NetZero cc @urbanaction2089_32,de,Twitter for iPhone,Climate Activism,,,,
1700000000000030030,900000000000002329,2024-09-14 03:28:00,"This graph on the youth climate movement is wild, take a look. #Environment",en,Twitter for iPhone,Renewable Energy,,,,
1700000000000030121,900000000000004384,2024-09-12 09:10:00,RT @ecovoice6940_30: Local government just announced new funding for climate policy. #RenewableEnergy,es,TweetDeck,Climate Activism,13,5,8,1
1700000000000030212,900000000000001233,2024-09-14 19:34:00,"@ecovoice6940_30 My research this year has focused on carbon emissions, happy to share findings. #GreenTech cc @wildreport9325_41",es,Twitter Web App,Climate Policy,3,4,17,1
1700000000000030303,900000000000006028,2024-09-15 02:35:00,RT @stormdesk635_35: Great panel discussion today on wildlife conservation at the summit.,es,Twitter for Android,Climate Denial Debate,3,34,10,1
1700000000000030394,900000000000004795,2024-09-02 16:53:00,@polarzone9017_20 Great panel discussion today on green technology at the summit. #NetZero #ClimateAction,en,Twitter Web App,Youth Climate Movement,7,4,15,1
1700000000000030485,900000000000005206,2024-08-08 22:09:00,RT @bluedaily2168_17: @carbonvoice3815_4 Op-ed: what we're getting wrong about wildlife conservation. #NetZero cc @sunnypost10_12,en,Twitter for Android,Corporate Sustainability,14,3,18,1
1700000000000030576,900000000000002466,2024-09-03 20:21:00,"My research this year has focused on carbon emissions, happy to share findings. #ClimateAction #RenewableEnergy",en,Twitter Web App,Green Technology,,,,
1700000000000030667,900000000000002603,2024-09-20 08:14:00,Small businesses are adapting fast when it comes to the youth climate movement. #COP cc @wildpost6756_34,en,Twitter for Android,Climate Denial Debate,45,5,8,1
1700000000000030758,900000000000003699,2024-09-12 04:10:00,Can we talk about how green technology affects everyday people? #Sustainability,en,Twitter Web App,Climate Policy,,,,
1700000000000030849,900000000000003288,2024-08-10 11:28:00,Great panel discussion today on climate policy at the summit. #ClimateChange,en,Twitter for Android,Climate Denial Debate,3,2,65,1
1700000000000030940,900000000000006439,2024-09-18 18:42:00,"@windyvoice9675_0 My research this year has focused on the youth climate movement, happy to share findings. cc @stormreport7669_9",en,Twitter for iPhone,Climate Denial Debate,5,10,13,2
1700000000000031031,900000000000000959,2024-08-13 18:33:00,RT @wildreport9325_41: @polarzone9017_20 New report shows corporate sustainability pledges is accelerating faster than expected. #GreenTech,en,Twitter for iPhone,Climate Denial Debate,24,2,8,1
1700000000000031122,900000000000006576,2024-08-24 12:09:00,"RT @oceantalks7239_42: This graph on climate activism is wild, take a look.",fr,TweetDeck,Carbon Emissions,4,2,8,1
1700000000000031213,900000000000006028,2024-08-11 23:57:00,"My research this year has focused on wildlife conservation, happy to share findings.",en,Twitter Web App,Extreme Weather,17,2,16,1
1700000000000031304,900000000000002466,2024-09-15 18:48:00,RT @windynow4463_29: @carbonvoice3815_4 Op-ed: what we're getting wrong about flood defenses. #NetZero cc @polarnews6931_22,de,Twitter for Android,Extreme Weather,,,,
1700000000000031395,900000000000005617,2024-09-01 17:47:00,"This graph on carbon emissions is wild, take a look.",en,Twitter for iPhone,Climate Denial Debate,3,2,10,7
1700000000000031486,900000000000003973,2024-08-31 18:27:00,"This graph on extreme weather is wild, take a look. #COP cc @carbontalks5181_26 cc @solardesk4890_11",de,Twitter for iPhone,Corporate Sustainability,6,3,21,1
1700000000000031577,900000000000005754,2024-08-27 20:58:00,RT @windywatch5139_23: New report shows climate policy is accelerating faster than expected. #Sustainability,de,Twitter for Android,Extreme Weather,3,2,18,1
1700000000000031668,900000000000004932,2024-09-13 22:44:00,Can we talk about how climate activism affects everyday people? cc @earthzone5574_10,en,Twitter Web App,Carbon Emissions,5,2,9,1
1700000000000031759,900000000000005069,2024-09-20 17:39:00,Op-ed: what we're getting wrong about climate policy. #Sustainability,es,TweetDeck,Renewable Energy,31,7,22,2
1700000000000031850,900000000000002329,2024-08-24 04:52:00,Small businesses are adapting fast when it comes to climate policy.,en,Twitter Web App,Youth Climate Movement,,,,
1700000000000031941,900000000000001096,2024-08-14 04:05:00,"My research this year has focused on renewable energy adoption, happy to share findings. #Sustainability",en,Twitter for iPhone,Wildlife & Conservation,9,2,8,1
1700000000000032032,900000000000001233,2024-09-12 00:48:00,"RT @solarhub3140_19: Skeptical of the latest claims about the youth climate movement, needs more data. #ClimateCrisis #COP",en,Twitter for iPhone,Green Technology,3,3,16,1
1700000000000032123,900000000000000685,2024-08-05 03:52:00,Proud to see my city investing in climate activism. #Environment cc @gridaction6736_18,es,Twitter for Android,Climate Policy,,,,
1700000000000032214,900000000000004521,2024-09-14 18:11:00,Can we talk about how carbon emissions affects everyday people? #RenewableEnergy cc @earthzone5574_10 cc @urbannow3789_49,en,Twitter for Android,Renewable Energy,,,,
1700000000000032305,900000000000005617,2024-08-19 17:46:00,@climatevoice7963_13 Can we talk about how extreme weather affects everyday people? #GreenTech #ClimateAction cc @urbanpost5719_27,en,TweetDeck,Carbon Emissions,4,2,10,1
1700000000000032396,900000000000001370,2024-09-13 11:11:00,Small businesses are adapting fast when it comes to corporate sustainability pledges. #ClimateAction,en,Twitter for iPhone,Renewable Energy,7,4,12,1
1700000000000032487,900000000000000959,2024-08-13 10:12:00,RT @windywatch5139_23: Proud to see my city investing in renewable energy adoption.,es,Twitter Web App,Carbon Emissions,109,2,36,2
1700000000000032578,900000000000004795,2024-08-10 14:06:00,Great panel discussion today on wildlife conservation at the summit. cc @climateaction9563_25,en,Twitter for iPhone,Climate Policy,5,2,86,1
1700000000000032669,900000000000002603,2024-09-09 03:48:00,"Just read a great thread on corporate sustainability pledges, worth your time.",en,TweetDeck,Climate Denial Debate,8,5,29,1
1700000000000032760,900000000000002603,2024-08-21 12:28:00,RT @planetzone8667_28: Can we talk about how carbon emissions affects everyday people? #NetZero cc @stormdesk635_35,en,TweetDeck,Climate Activism,3,3,41,1
1700000000000032851,900000000000002329,2024-09-05 21:34:00,Kids today deserve better answers on wildlife conservation.,es,Twitter for Android,Climate Denial Debate,,,,
1700000000000032942,900000000000002603,2024-08-19 10:03:00,"This graph on flood defenses is wild, take a look.",en,Twitter Web App,Climate Policy,3,7,11,2
1700000000000033033,900000000000002192,2024-09-28 22:04:00,Great panel discussion today on corporate sustainability pledges at the summit. #RenewableEnergy #COP,de,Twitter Web App,Renewable Energy,,,,
1700000000000033124,900000000000001096,2024-08-25 18:24:00,"This graph on corporate sustainability pledges is wild, take a look. #NetZero #ClimateCrisis cc @bluezone5515_2",en,Twitter Web App,Climate Denial Debate,3,3,21,1
1700000000000033215,900000000000001096,2024-08-19 08:03:00,Kids today deserve better answers on extreme weather. #ClimateAction,en,Twitter for iPhone,Youth Climate Movement,5,6,18,7
1700000000000033306,900000000000003425,2024-09-02 09:27:00,RT @solarhub3140_19: Proud to see my city investing in the youth climate movement. #RenewableEnergy,es,Twitter for Android,Corporate Sustainability,4,2,10,1
1700000000000033397,900000000000006028,2024-08-18 20:34:00,Small businesses are adapting fast when it comes to climate policy. #RenewableEnergy cc @gridzone9174_33,fr,Twitter for Android,Climate Policy,13,10,77,2
1700000000000033488,900000000000002192,2024-09-28 02:40:00,"Just read a great thread on green technology, worth your time.",en,Twitter Web App,Wildlife & Conservation,,,,
1700000000000033579,900000000000005480,2024-08-20 14:31:00,"@greenvoice965_16 Skeptical of the latest claims about flood defenses, needs more data. #RenewableEnergy #RenewableEnergy",en,Twitter for iPhone,Climate Activism,4,4,8,1
1700000000000033670,900000000000001507,2024-08-21 19:19:00,RT @climatereport2804_5: Can we talk about how climate policy affects everyday people? #ClimateCrisis cc @oceanvoice3849_43,de,TweetDeck,Renewable Energy,17,2,11,1
1700000000000033761,900000000000006439,2024-09-19 16:16:00,Local government just announced new funding for renewable energy adoption. #Environment cc @urbandaily8086_8,en,TweetDeck,Youth Climate Movement,3,3,27,1
1700000000000033852,900000000000005343,2024-09-07 01:31:00,@urbanpost5719_27 Local government just announced new funding for climate policy. #RenewableEnergy,en,Twitter Web App,Extreme Weather,7,2,15,1
1700000000000033943,900000000000006028,2024-08-04 22:58:00,"@windywatch5139_23 My research this year has focused on climate activism, happy to share findings. #ClimateJustice cc @ecovoice6940_30",fr,Twitter for iPhone,Green Technology,3,3,10,7
1700000000000034034,900000000000002877,2024-08-20 02:59:00,"This graph on corporate sustainability pledges is wild, take a look. #NetZero",fr,TweetDeck,Green Technology,3,2,50,4
1700000000000034125,900000000000005206,2024-08-28 03:52:00,Why isn't wildlife conservation getting more attention from policymakers? #NetZero,en,Twitter Web App,Corporate Sustainability,3,2,12,2
1700000000000034216,900000000000002329,2024-08-13 20:19:00,RT @climateaction9563_25: New report shows climate policy is accelerating faster than expected.,en,Twitter for iPhone,Renewable Energy,,,,
1700000000000034307,900000000000000959,2024-08-31 23:08:00,"Another heatwave, another reminder about climate policy. cc @oceantalks7239_42",en,Twitter Web App,Wildlife & Conservation,7,6,30,1
1700000000000034398,900000000000001096,2024-08-13 08:44:00,New report shows carbon emissions is accelerating faster than expected. cc @windylab453_37 cc @gridtalks8480_15,fr,Twitter for Android,Green Technology,3,3,17,1
1700000000000034489,900000000000006439,2024-08-15 22:13:00,"My research this year has focused on the youth climate movement, happy to share findings. #ClimateCrisis",en,TweetDeck,Climate Activism,13,5,10,1
1700000000000034580,900000000000005891,2024-08-16 19:28:00,"@gridaction6736_18 My research this year has focused on extreme weather, happy to share findings. #NetZero",de,Twitter Web App,Climate Activism,4,4,13,1
1700000000000034671,900000000000006439,2024-08-07 17:03:00,Local government just announced new funding for corporate sustainability pledges.,en,Twitter for iPhone,Youth Climate Movement,23,3,11,1
1700000000000034762,900000000000000000,2024-09-02 15:59:00,RT @earthzone5574_10: @climateaction9563_25 Honestly tired of hearing about corporate sustainability pledges without any real action. #Environment,en,Twitter for iPhone,Carbon Emissions,4,2,22,1
1700000000000034853,900000000000001918,2024-08-21 13:57:00,"My research this year has focused on climate activism, happy to share findings. #COP cc @urbanaction2089_32 cc @gridaction6736_18",en,Twitter for iPhone,Climate Denial Debate,8,3,97,1
1700000000000034944,900000000000001233,2024-09-27 15:02:00,"Just read a great thread on carbon emissions, worth your time. #Sustainability",en,Twitter for iPhone,Climate Activism,95,3,13,1
1700000000000035035,900000000000002192,2024-09-06 21:37:00,Honestly tired of hearing about climate policy without any real action.,en,Twitter for Android,Climate Policy,,,,
1700000000000035126,900000000000002329,2024-09-13 03:25:00,"RT @oceanvoice3849_43: Another heatwave, another reminder about wildlife conservation.",en,Twitter Web App,Renewable Energy,,,,
1700000000000035217,900000000000000959,2024-09-11 19:28:00,RT @bluezone5515_2: Small businesses are adapting fast when it comes to wildlife conservation. #COP,en,Twitter for iPhone,Extreme Weather,8,5,110,1
1700000000000035308,900000000000005343,2024-08-06 12:16:00,"Another heatwave, another reminder about carbon emissions.",en,TweetDeck,Climate Activism,39,8,8,3
1700000000000035399,900000000000005069,2024-09-28 09:57:00,"Another heatwave, another reminder about climate policy. #ClimateCrisis",es,TweetDeck,Climate Denial Debate,3,4,35,1
1700000000000035490,900000000000006028,2024-08-28 20:27:00,Proud to see my city investing in flood defenses. #NetZero,en,TweetDeck,Climate Activism,5,26,20,1
1700000000000035581,900000000000002877,2024-08-20 07:33:00,Honestly tired of hearing about wildlife conservation without any real action. #ClimateCrisis cc @climatereport2804_5,en,TweetDeck,Corporate Sustainability,5,3,63,1
1700000000000035672,900000000000002329,2024-09-19 16:01:00,"My research this year has focused on flood defenses, happy to share findings.",en,Twitter for Android,Climate Denial Debate,,,,
1700000000000035763,900000000000005069,2024-08-29 19:51:00,Why isn't corporate sustainability pledges getting more attention from policymakers? #ClimateJustice cc @bluezone5515_2,en,Twitter Web App,Youth Climate Movement,41,8,9,1
1700000000000035854,900000000000006028,2024-08-26 21:47:00,Can we talk about how carbon emissions affects everyday people? #ClimateAction #ClimateCrisis,es,Twitter Web App,Wildlife & Conservation,5,3,167,1
1700000000000035945,900000000000000685,2024-08-14 15:41:00,RT @windyaction3612_1: Local government just announced new funding for renewable energy adoption.,en,TweetDeck,Extreme Weather,,,,
1700000000000036036,900000000000005617,2024-08-29 15:30:00,RT @climatetalks6791_44: @sunnypost10_12 @wildpost6756_34 Why isn't green technology getting more attention from policymakers? #NetZero,en,Twitter for iPhone,Wildlife & Conservation,4,2,10,3
1700000000000036127,900000000000002055,2024-09-08 23:35:00,Small businesses are adapting fast when it comes to corporate sustainability pledges.,de,Twitter for Android,Climate Denial Debate,3,2,14,2
1700000000000036218,900000000000004521,2024-09-01 19:41:00,@urbanpost5719_27 Proud to see my city investing in climate activism. #COP,en,Twitter for iPhone,Wildlife & Conservation,,,,
1700000000000036309,900000000000000959,2024-09-24 22:42:00,Great panel discussion today on wildlife conservation at the summit. #RenewableEnergy cc @windycollective7008_31,en,TweetDeck,Green Technology,15,5,12,1
1700000000000036400,900000000000005206,2024-09-01 03:50:00,RT @oceanaction9933_38: @carbondaily5068_40 Local government just announced new funding for green technology. #ClimateCrisis,en,Twitter Web App,Climate Policy,149,2,9,1
1700000000000036491,900000000000006028,2024-08-22 13:07:00,"RT @carbonvoice3815_4: Just read a great thread on climate policy, worth your time.",es,Twitter for iPhone,Green Technology,3,2,10,1
1700000000000036582,900000000000005069,2024-08-30 03:06:00,Small businesses are adapting fast when it comes to the youth climate movement. #ClimateChange cc @stormreport7669_9,fr,Twitter for iPhone,Corporate Sustainability,6,8,8,1
1700000000000036673,900000000000001096,2024-09-01 23:55:00,Local government just announced new funding for climate activism. #COP,en,TweetDeck,Climate Denial Debate,6,2,9,3
1700000000000036764,900000000000005069,2024-09-18 13:23:00,Small businesses are adapting fast when it comes to wildlife conservation. #Environment #COP,es,TweetDeck,Climate Activism,3,5,14,2
1700000000000036855,900000000000002329,2024-09-19 00:45:00,"RT @stormreport7669_9: This graph on the youth climate movement is wild, take a look.",fr,Twitter for iPhone,Renewable Energy,,,,
1700000000000036946,900000000000002055,2024-09-11 04:57:00,"Another heatwave, another reminder about climate policy. #NetZero",es,TweetDeck,Carbon Emissions,55,32,30,3
1700000000000037037,900000000000002329,2024-09-27 16:39:00,@futurewatch3165_36 Small businesses are adapting fast when it comes to green technology.,de,TweetDeck,Wildlife & Conservation,,,,
1700000000000037128,900000000000003836,2024-08-03 17:21:00,"@oceantalks7239_42 @carbondaily5068_40 This graph on climate activism is wild, take a look.",en,Twitter for iPhone,Extreme Weather,7,9,14,1
1700000000000037219,900000000000002740,2024-08-20 23:27:00,RT @urbannow3789_49: Great panel discussion today on climate policy at the summit. #Environment,de,Twitter for iPhone,Green Technology,3,2,11,1
1700000000000037310,900000000000000274,2024-09-07 18:45:00,"This graph on green technology is wild, take a look. #ClimateChange cc @urbandaily8086_8",de,Twitter for Android,Carbon Emissions,6,3,17,1
1700000000000037401,900000000000004521,2024-08-28 13:05:00,RT @greenpost1747_45: @gridtalks8480_15 Why isn't climate activism getting more attention from policymakers? #RenewableEnergy,en,Twitter for Android,Wildlife & Conservation,,,,
1700000000000037492,900000000000002466,2024-08-17 18:31:00,Great panel discussion today on the youth climate movement at the summit. #Environment,es,TweetDeck,Climate Denial Debate,,,,
1700000000000037583,900000000000004658,2024-09-02 16:07:00,"RT @greenpost1747_45: Just read a great thread on climate policy, worth your time. #ClimateCrisis",es,TweetDeck,Renewable Energy,4,2,9,1
1700000000000037674,900000000000000822,2024-08-20 09:31:00,Honestly tired of hearing about carbon emissions without any real action. #ClimateAction,en,Twitter for Android,Climate Activism,,,,
1700000000000037765,900000000000005069,2024-08-23 02:55:00,RT @stormdesk635_35: Op-ed: what we're getting wrong about green technology. #ClimateCrisis,en,TweetDeck,Wildlife & Conservation,4,2,13,1
1700000000000037856,900000000000005617,2024-08-21 02:51:00,"RT @solartalks2185_46: Another heatwave, another reminder about climate policy. #ClimateCrisis cc @urbandaily8086_8",es,TweetDeck,Climate Policy,6,2,54,1
1700000000000037947,900000000000004658,2024-08-13 19:34:00,"@earthzone5574_10 My research this year has focused on carbon emissions, happy to share findings. #COP",es,Twitter for iPhone,Climate Policy,3,3,9,1
1700000000000038038,900000000000003973,2024-08-26 18:02:00,Honestly tired of hearing about extreme weather without any real action. #ClimateJustice cc @windyaction3612_1,en,Twitter Web App,Corporate Sustainability,24,2,9,1
1700000000000038129,900000000000002329,2024-09-13 05:03:00,RT @carbontalks5181_26: Why isn't the youth climate movement getting more attention from policymakers? #Sustainability #ClimateAction,es,Twitter for Android,Green Technology,,,,
1700000000000038220,900000000000000137,2024-09-22 03:03:00,Kids today deserve better answers on renewable energy adoption. #NetZero,en,Twitter for iPhone,Wildlife & Conservation,8,3,14,2
1700000000000038311,900000000000001507,2024-08-18 17:37:00,RT @windyaction3612_1: Can we talk about how corporate sustainability pledges affects everyday people? #ClimateChange,es,TweetDeck,Wildlife & Conservation,3,3,28,1
1700000000000038402,900000000000000548,2024-09-28 17:28:00,"Another heatwave, another reminder about climate policy. #Sustainability cc @earthdaily9939_14",en,Twitter Web App,Climate Denial Debate,,,,
1700000000000038493,900000000000003973,2024-08-23 20:13:00,New report shows wildlife conservation is accelerating faster than expected. #COP,es,Twitter for iPhone,Carbon Emissions,5,2,24,1
1700000000000038584,900000000000002329,2024-09-21 10:56:00,"RT @urbanaction2089_32: Just read a great thread on the youth climate movement, worth your time.",es,Twitter Web App,Green Technology,,,,
1700000000000038675,900000000000006576,2024-08-09 20:59:00,@bluedaily2168_17 Local government just announced new funding for climate activism. #ClimateCrisis,en,TweetDeck,Climate Denial Debate,4,10,20,1
1700000000000038766,900000000000002877,2024-09-22 19:22:00,"@oceantalks7239_42 Skeptical of the latest claims about renewable energy adoption, needs more data. #ClimateCrisis",en,Twitter for Android,Green Technology,12,6,248,1
1700000000000038857,900000000000002329,2024-09-10 09:51:00,RT @windycircle3229_39: New report shows green technology is accelerating faster than expected.,fr,TweetDeck,Extreme Weather,,,,
1700000000000038948,900000000000006439,2024-08-08 08:36:00,"This graph on flood defenses is wild, take a look. #RenewableEnergy",en,Twitter for Android,Youth Climate Movement,3,2,24,2
1700000000000039039,900000000000000411,2024-09-16 08:12:00,Why isn't climate policy getting more attention from policymakers? #ClimateJustice,fr,TweetDeck,Corporate Sustainability,3,24,20,1
1700000000000039130,900000000000000000,2024-08-27 08:07:00,"Skeptical of the latest claims about carbon emissions, needs more data.",es,Twitter for iPhone,Extreme Weather,4,2,26,3
1700000000000039221,900000000000001644,2024-09-21 00:47:00,"This graph on climate activism is wild, take a look. #RenewableEnergy",en,Twitter Web App,Green Technology,7,19,63,1
1700000000000039312,900000000000000411,2024-08-17 07:06:00,"This graph on corporate sustainability pledges is wild, take a look. cc @windyaction3612_1",en,Twitter for iPhone,Extreme Weather,34,7,33,1
1700000000000039403,900000000000005069,2024-09-26 22:04:00,Why isn't wildlife conservation getting more attention from policymakers? #ClimateAction cc @urbannow3789_49,fr,Twitter for iPhone,Wildlife & Conservation,3,6,8,1
1700000000000039494,900000000000000822,2024-08-27 07:55:00,New report shows green technology is accelerating faster than expected.,es,Twitter for iPhone,Youth Climate Movement,,,,
1700000000000039585,900000000000002329,2024-09-20 00:29:00,Kids today deserve better answers on flood defenses.,en,Twitter for Android,Youth Climate Movement,,,,
1700000000000039676,900000000000000822,2024-08-17 11:26:00,"RT @urbanaction2089_32: My research this year has focused on renewable energy adoption, happy to share findings. #RenewableEnergy",en,TweetDeck,Youth Climate Movement,,,,
1700000000000039767,900000000000001233,2024-09-18 11:19:00,New report shows carbon emissions is accelerating faster than expected. #ClimateJustice,es,Twitter Web App,Carbon Emissions,5,2,13,1
1700000000000039858,900000000000006439,2024-08-13 06:40:00,"RT @polarnews6931_22: Skeptical of the latest claims about climate policy, needs more data. #Environment cc @oceantalks7239_42",de,Twitter Web App,Climate Denial Debate,9,2,20,2
1700000000000039949,900000000000005754,2024-09-10 07:44:00,@leaftalks7887_21 Proud to see my city investing in green technology. #Sustainability #ClimateChange,en,TweetDeck,Green Technology,6,2,24,6
1700000000000040040,900000000000001233,2024-08-13 20:37:00,RT @planetzone8667_28: New report shows climate activism is accelerating faster than expected. #GreenTech #ClimateAction,de,Twitter Web App,Extreme Weather,4,28,9,1
1700000000000040131,900000000000004521,2024-08-02 21:08:00,Can we talk about how extreme weather affects everyday people? #ClimateChange #COP,en,Twitter Web App,Renewable Energy,,,,
1700000000000040222,900000000000006302,2024-09-21 19:56:00,Local government just announced new funding for climate activism.,en,Twitter for iPhone,Renewable Energy,,,,
1700000000000040313,900000000000000959,2024-08-13 17:18:00,@stormdesk635_35 @climatevoice7963_13 Kids today deserve better answers on climate activism. #NetZero,fr,TweetDeck,Corporate Sustainability,4,2,30,3
1700000000000040404,900000000000001370,2024-09-18 16:23:00,"This graph on flood defenses is wild, take a look. #Environment",en,TweetDeck,Climate Denial Debate,4,2,11,2
1700000000000040495,900000000000001507,2024-08-16 12:13:00,Op-ed: what we're getting wrong about flood defenses. #RenewableEnergy,en,Twitter for iPhone,Corporate Sustainability,16,3,78,1
1700000000000040586,900000000000000959,2024-08-28 14:29:00,"This graph on the youth climate movement is wild, take a look. #ClimateJustice #Environment",en,Twitter for Android,Climate Denial Debate,4,3,10,1
1700000000000040677,900000000000001507,2024-09-20 08:59:00,Op-ed: what we're getting wrong about renewable energy adoption. #Environment,en,Twitter Web App,Green Technology,3,2,15,1
1700000000000040768,900000000000001918,2024-09-17 17:58:00,Small businesses are adapting fast when it comes to green technology. #ClimateJustice cc @climatetalks6791_44,en,Twitter for iPhone,Wildlife & Conservation,9,2,11,36
1700000000000040859,900000000000002466,2024-09-18 14:46:00,"Just read a great thread on corporate sustainability pledges, worth your time. #RenewableEnergy cc @urbannow3789_49",fr,Twitter for iPhone,Green Technology,,,,
